Customer_ID,Products_ID,TI_Price,Refund,Revenue,Share,Commission,Payment_Provider_Commission,Is_Active,Period,CU_Created_At,First_Paid_At,Last_Paid_At,Type,Status,Approval_At,Cancel_Reason,Cancel_Request_At,Updated_At,TR_ID,TR_Price,Currency,TR_Created_At
61302,1,474.95001220703125,0.0,130.47999572753906,339.25,0.0,5.21999979019165,True,monthly,2022-05-28T12:22:27Z,2022-06-13T20:03:20Z,2022-08-13T10:12:04Z,2,,,,,,99652,474.95001220703125,TRL,2022-06-13T20:03:20Z
61302,1,474.95001220703125,0.0,130.47999572753906,339.25,0.0,5.21999979019165,True,monthly,2022-05-28T12:22:27Z,2022-06-13T20:03:20Z,2022-08-13T10:12:04Z,2,,,,,,104884,474.95001220703125,TRL,2022-07-13T10:11:22Z
61302,1,474.95001220703125,0.0,130.47999572753906,339.25,0.0,5.21999979019165,True,monthly,2022-05-28T12:22:27Z,2022-06-13T20:03:20Z,2022-08-13T10:12:04Z,2,,,,,,110243,541.4400024414062,TRL,2022-08-13T10:12:04Z
61302,1,541.4400024414062,0.0,60.540000915527344,474.95001220703125,223.89999389648438,5.960000038146973,True,monthly,2022-05-28T12:22:27Z,2022-06-13T20:03:20Z,2022-08-13T10:12:04Z,2,,,,,,99652,474.95001220703125,TRL,2022-06-13T20:03:20Z
61302,1,541.4400024414062,0.0,60.540000915527344,474.95001220703125,223.89999389648438,5.960000038146973,True,monthly,2022-05-28T12:22:27Z,2022-06-13T20:03:20Z,2022-08-13T10:12:04Z,2,,,,,,104884,474.95001220703125,TRL,2022-07-13T10:11:22Z
61302,1,541.4400024414062,0.0,60.540000915527344,474.95001220703125,223.89999389648438,5.960000038146973,True,monthly,2022-05-28T12:22:27Z,2022-06-13T20:03:20Z,2022-08-13T10:12:04Z,2,,,,,,110243,541.4400024414062,TRL,2022-08-13T10:12:04Z
61310,1,474.95001220703125,0.0,130.47999572753906,339.25,0.0,5.21999979019165,True,monthly,2022-05-28T13:31:00Z,2022-05-28T14:15:24Z,2022-08-05T10:13:13Z,2,waiting_approval,,0.0,2022-05-28T11:47:59.390Z,2022-05-31T12:34:00Z,96782,474.95001220703125,TRL,2022-05-28T14:15:24Z
61310,1,474.95001220703125,0.0,130.47999572753906,339.25,0.0,5.21999979019165,True,monthly,2022-05-28T13:31:00Z,2022-05-28T14:15:24Z,2022-08-05T10:13:13Z,2,waiting_approval,,0.0,2022-05-28T11:47:59.390Z,2022-05-31T12:34:00Z,102271,474.95001220703125,TRL,2022-06-29T10:08:45Z
61310,1,474.95001220703125,0.0,130.47999572753906,339.25,0.0,5.21999979019165,True,monthly,2022-05-28T13:31:00Z,2022-05-28T14:15:24Z,2022-08-05T10:13:13Z,2,waiting_approval,,0.0,2022-05-28T11:47:59.390Z,2022-05-31T12:34:00Z,108815,474.95001220703125,TRL,2022-08-05T10:13:13Z
61310,1,474.95001220703125,0.0,130.47999572753906,339.25,223.89999389648438,5.21999979019165,True,monthly,2022-05-28T13:31:00Z,2022-05-28T14:15:24Z,2022-08-05T10:13:13Z,2,waiting_approval,,0.0,2022-05-28T11:47:59.390Z,2022-05-31T12:34:00Z,96782,474.95001220703125,TRL,2022-05-28T14:15:24Z
61310,1,474.95001220703125,0.0,130.47999572753906,339.25,223.89999389648438,5.21999979019165,True,monthly,2022-05-28T13:31:00Z,2022-05-28T14:15:24Z,2022-08-05T10:13:13Z,2,waiting_approval,,0.0,2022-05-28T11:47:59.390Z,2022-05-31T12:34:00Z,102271,474.95001220703125,TRL,2022-06-29T10:08:45Z
61310,1,474.95001220703125,0.0,130.47999572753906,339.25,223.89999389648438,5.21999979019165,True,monthly,2022-05-28T13:31:00Z,2022-05-28T14:15:24Z,2022-08-05T10:13:13Z,2,waiting_approval,,0.0,2022-05-28T11:47:59.390Z,2022-05-31T12:34:00Z,108815,474.95001220703125,TRL,2022-08-05T10:13:13Z
61319,94,212.75,0.0,0.0,0.0,0.0,0.0,True,annual,2022-05-28T14:28:56Z,2022-06-06T11:47:57Z,2022-06-06T11:47:57Z,8,,,,,,98318,1003.9500122070312,USD,2022-06-06T11:47:57Z
61319,97,113.8499984741211,0.0,0.0,0.0,0.0,0.0,True,annual,2022-05-28T14:28:56Z,2022-06-06T11:47:57Z,2022-06-06T11:47:57Z,8,,,,,,98318,1003.9500122070312,USD,2022-06-06T11:47:57Z
61319,98,109.25,0.0,0.0,0.0,0.0,0.0,True,annual,2022-05-28T14:28:56Z,2022-06-06T11:47:57Z,2022-06-06T11:47:57Z,8,,,,,,98318,1003.9500122070312,USD,2022-06-06T11:47:57Z
61319,100,240.35000610351562,0.0,0.0,0.0,0.0,0.0,True,annual,2022-05-28T14:28:56Z,2022-06-06T11:47:57Z,2022-06-06T11:47:57Z,8,,,,,,98318,1003.9500122070312,USD,2022-06-06T11:47:57Z
61319,101,327.75,0.0,0.0,0.0,0.0,0.0,True,annual,2022-05-28T14:28:56Z,2022-06-06T11:47:57Z,2022-06-06T11:47:57Z,8,,,,,,98318,1003.9500122070312,USD,2022-06-06T11:47:57Z
61323,1,474.95001220703125,0.0,130.47999572753906,339.25,0.0,5.21999979019165,True,monthly,2022-05-28T14:43:20Z,2022-05-28T15:00:20Z,2022-07-28T10:35:59Z,2,,,,,,96783,474.95001220703125,TRL,2022-05-28T15:00:20Z
61323,1,474.95001220703125,0.0,130.47999572753906,339.25,0.0,5.21999979019165,True,monthly,2022-05-28T14:43:20Z,2022-05-28T15:00:20Z,2022-07-28T10:35:59Z,2,,,,,,102272,474.95001220703125,TRL,2022-06-29T10:08:46Z
61323,1,474.95001220703125,0.0,130.47999572753906,339.25,0.0,5.21999979019165,True,monthly,2022-05-28T14:43:20Z,2022-05-28T15:00:20Z,2022-07-28T10:35:59Z,2,,,,,,107329,474.95001220703125,TRL,2022-07-28T10:35:59Z
61326,104,11.5,0.0,0.0,0.0,0.0,0.0,True,monthly,2022-05-28T15:01:35Z,2022-05-31T11:23:35Z,2022-08-01T10:39:14Z,12,,,,,,97056,194.35000610351562,GBP,2022-05-31T11:23:35Z
61326,104,11.5,0.0,0.0,0.0,0.0,0.0,True,monthly,2022-05-28T15:01:35Z,2022-05-31T11:23:35Z,2022-08-01T10:39:14Z,12,,,,,,102701,11.5,GBP,2022-07-01T10:26:18Z
61326,104,11.5,0.0,0.0,0.0,0.0,0.0,True,monthly,2022-05-28T15:01:35Z,2022-05-31T11:23:35Z,2022-08-01T10:39:14Z,12,,,,,,107896,11.5,GBP,2022-08-01T10:39:14Z
61326,90,182.85000610351562,0.0,0.0,0.0,0.0,0.0,True,monthly,2022-05-28T15:01:35Z,2022-05-31T11:23:35Z,2022-08-01T10:39:14Z,12,,,,,,97056,194.35000610351562,GBP,2022-05-31T11:23:35Z
61326,90,182.85000610351562,0.0,0.0,0.0,0.0,0.0,True,monthly,2022-05-28T15:01:35Z,2022-05-31T11:23:35Z,2022-08-01T10:39:14Z,12,,,,,,102701,11.5,GBP,2022-07-01T10:26:18Z
61326,90,182.85000610351562,0.0,0.0,0.0,0.0,0.0,True,monthly,2022-05-28T15:01:35Z,2022-05-31T11:23:35Z,2022-08-01T10:39:14Z,12,,,,,,107896,11.5,GBP,2022-08-01T10:39:14Z
61331,1,474.95001220703125,0.0,130.47999572753906,339.25,0.0,5.21999979019165,True,monthly,2022-05-28T17:19:04Z,2022-06-08T14:45:49Z,2022-06-08T14:45:49Z,2,,,,,,98706,474.95001220703125,TRL,2022-06-08T14:45:49Z
61333,3,244.25999450683594,0.0,241.57000732421875,0.0,0.0,2.690000057220459,True,monthly,2022-05-28T17:53:11Z,2022-06-02T23:32:25Z,2022-08-16T22:38:25Z,2,,,,,,97651,744.510009765625,TRL,2022-06-02T23:32:25Z
61333,3,244.25999450683594,0.0,241.57000732421875,0.0,0.0,2.690000057220459,True,monthly,2022-05-28T17:53:11Z,2022-06-02T23:32:25Z,2022-08-16T22:38:25Z,2,,,,,,104338,661.7100219726562,TRL,2022-07-09T10:10:28Z
61333,3,244.25999450683594,0.0,241.57000732421875,0.0,0.0,2.690000057220459,True,monthly,2022-05-28T17:53:11Z,2022-06-02T23:32:25Z,2022-08-16T22:38:25Z,2,,,,,,110704,785.0399780273438,TRL,2022-08-16T22:38:25Z
61333,1,541.4400024414062,0.0,60.540000915527344,474.95001220703125,223.89999389648438,5.960000038146973,True,monthly,2022-05-28T17:53:11Z,2022-06-02T23:32:25Z,2022-08-16T22:38:25Z,2,,,,,,97651,744.510009765625,TRL,2022-06-02T23:32:25Z
61333,1,541.4400024414062,0.0,60.540000915527344,474.95001220703125,223.89999389648438,5.960000038146973,True,monthly,2022-05-28T17:53:11Z,2022-06-02T23:32:25Z,2022-08-16T22:38:25Z,2,,,,,,104338,661.7100219726562,TRL,2022-07-09T10:10:28Z
61333,1,541.4400024414062,0.0,60.540000915527344,474.95001220703125,223.89999389648438,5.960000038146973,True,monthly,2022-05-28T17:53:11Z,2022-06-02T23:32:25Z,2022-08-16T22:38:25Z,2,,,,,,110704,785.0399780273438,TRL,2022-08-16T22:38:25Z
61333,3,243.58999633789062,0.0,240.91000366210938,0.0,0.0,2.680000066757202,True,monthly,2022-05-28T17:53:11Z,2022-06-02T23:32:25Z,2022-08-16T22:38:25Z,2,,,,,,97651,744.510009765625,TRL,2022-06-02T23:32:25Z
61333,3,243.58999633789062,0.0,240.91000366210938,0.0,0.0,2.680000066757202,True,monthly,2022-05-28T17:53:11Z,2022-06-02T23:32:25Z,2022-08-16T22:38:25Z,2,,,,,,104338,661.7100219726562,TRL,2022-07-09T10:10:28Z
61333,3,243.58999633789062,0.0,240.91000366210938,0.0,0.0,2.680000066757202,True,monthly,2022-05-28T17:53:11Z,2022-06-02T23:32:25Z,2022-08-16T22:38:25Z,2,,,,,,110704,785.0399780273438,TRL,2022-08-16T22:38:25Z
61333,1,474.95001220703125,0.0,130.47999572753906,339.25,0.0,5.21999979019165,True,monthly,2022-05-28T17:53:11Z,2022-06-02T23:32:25Z,2022-08-16T22:38:25Z,2,,,,,,97651,744.510009765625,TRL,2022-06-02T23:32:25Z
61333,1,474.95001220703125,0.0,130.47999572753906,339.25,0.0,5.21999979019165,True,monthly,2022-05-28T17:53:11Z,2022-06-02T23:32:25Z,2022-08-16T22:38:25Z,2,,,,,,104338,661.7100219726562,TRL,2022-07-09T10:10:28Z
